"logical_id","file","kind","part","role","mask","source","source_sha256","full_prompt","revision","registration_json","status","sha256","width","height","color_type","transparent_pixels","nonzero_alpha_pixels","notes"
"pt_hair_f_05","layers/pt_hair_f_05_rear.png","hair","rear","layer","masks/pt_hair_f_05_rear_haircolor.png","provenance/raw/pt_hair_f_05.png","f986c2623ab52c3a53ac94ab08ce0f9e93e627d5e6b487c7b893ee7d79148e0f","Use the attached face only as registration guide; output hair ALONE on transparency, NO face. ONE 2:1 sheet with two equal square cells: LEFT front layer, RIGHT rear layer. Each cell is a256 logical canvas. EXTREMELY MINIMAL flat hair edge for beneath a wimple. Only narrow smooth brown contour at temples, forehead entirely open, all other hair tightly bound in tiny low bun. No voluminous swoops or loose hair strands. Color dark brown. Precisely match attached portrait skull: top x130 y48, left temple x76 y95, visible right ear x175 y127, face eyes y112, neck bottom y212. Hair should slightly overlap the skull edge to avoid transparent seams. Front and rear both use same original canvas positions, NOT centered isolated objects, NOT different viewpoints. Head points LEFT three-quarter. Painterly historically grounded portrait, upper-left gentle light. Keep rear mostly transparent except actual hair behind skull; no skin, no eyes, no clothing, no labels, no divider line. Sparse hairstyles must have appropriate sparse silhouettes.","3","{""width"":244,""height"":244,""x"":6,""y"":10}","candidate","ce56fb5a41335ec1f1aaa0d741f252f5da270009ed03cb05abd4ef5e653c9f8c","256","256","6","59712","5824","기본 색상: dark brown; 선택된 생성 리비전: 3"
"pt_hair_f_05","masks/pt_hair_f_05_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_05.png","f986c2623ab52c3a53ac94ab08ce0f9e93e627d5e6b487c7b893ee7d79148e0f","Use the attached face only as registration guide; output hair ALONE on transparency, NO face. ONE 2:1 sheet with two equal square cells: LEFT front layer, RIGHT rear layer. Each cell is a256 logical canvas. EXTREMELY MINIMAL flat hair edge for beneath a wimple. Only narrow smooth brown contour at temples, forehead entirely open, all other hair tightly bound in tiny low bun. No voluminous swoops or loose hair strands. Color dark brown. Precisely match attached portrait skull: top x130 y48, left temple x76 y95, visible right ear x175 y127, face eyes y112, neck bottom y212. Hair should slightly overlap the skull edge to avoid transparent seams. Front and rear both use same original canvas positions, NOT centered isolated objects, NOT different viewpoints. Head points LEFT three-quarter. Painterly historically grounded portrait, upper-left gentle light. Keep rear mostly transparent except actual hair behind skull; no skin, no eyes, no clothing, no labels, no divider line. Sparse hairstyles must have appropriate sparse silhouettes.","3","{""width"":244,""height"":244,""x"":6,""y"":10}","candidate","d8f0551d77cf0ca1ca7dfdd6c426b7ca3650a4b577e45f9054b18b8446534912","256","256","6","59712","5824","기본 색상: dark brown; 선택된 생성 리비전: 3; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_06","layers/pt_hair_f_06.png","hair","front","layer","masks/pt_hair_f_06_haircolor.png","provenance/raw/pt_hair_f_06.png","b538a95fbc76b2ac8f85146f8468af85941c85433401ae829388effa73116edc","Create ONE logical modular HAIRSTYLE asset pt_hair_f_06 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: minimal narrow center part with tucked sides for under a head covering. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","1c1d6d665269b2d6f9a001ad52b2e82f99e5e18f10c609047e49bb8d66037d66","256","256","6","58235","7301","기본 색상: auburn"
"pt_hair_f_06","masks/pt_hair_f_06_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_06.png","b538a95fbc76b2ac8f85146f8468af85941c85433401ae829388effa73116edc","Create ONE logical modular HAIRSTYLE asset pt_hair_f_06 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: minimal narrow center part with tucked sides for under a head covering. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","c6619e501e2e2aa257d99f896f29c4b7d58e068a96574b072eeef76bf5a08599","256","256","6","58235","7301","기본 색상: auburn; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_06","layers/pt_hair_f_06_rear.png","hair","rear","layer","masks/pt_hair_f_06_rear_haircolor.png","provenance/raw/pt_hair_f_06.png","b538a95fbc76b2ac8f85146f8468af85941c85433401ae829388effa73116edc","Create ONE logical modular HAIRSTYLE asset pt_hair_f_06 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: minimal narrow center part with tucked sides for under a head covering. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","f497581fa16a1b3427f97775cd73ba77776a9dbc0521da1a751d74a7191e829f","256","256","6","55984","9552","기본 색상: auburn"
"pt_hair_f_06","masks/pt_hair_f_06_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_06.png","b538a95fbc76b2ac8f85146f8468af85941c85433401ae829388effa73116edc","Create ONE logical modular HAIRSTYLE asset pt_hair_f_06 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: minimal narrow center part with tucked sides for under a head covering. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","2db1aea4b95cb659d9ec2e79120e0a4f90f8861dd900299cf1706ba725e394be","256","256","6","55984","9552","기본 색상: auburn; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_07","layers/pt_hair_f_07.png","hair","front","layer","masks/pt_hair_f_07_haircolor.png","provenance/raw/pt_hair_f_07.png","faa779e172658e7ae82968dc18fe89064ff310851a0f0579b34759663d2739c2","Create ONE logical modular HAIRSTYLE asset pt_hair_f_07 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey center-parted hair tied low. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","fa4eb5a9f8a2b016e452c6223a0524949d1fe1ce78d7541a77b43d5630cdf4f6","256","256","6","51094","14442","기본 색상: grey"
"pt_hair_f_07","masks/pt_hair_f_07_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_07.png","faa779e172658e7ae82968dc18fe89064ff310851a0f0579b34759663d2739c2","Create ONE logical modular HAIRSTYLE asset pt_hair_f_07 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey center-parted hair tied low. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","68f81c76ff04c50336ada71b992fa9eba47c51e7fcd1eb7f8adc909e7da6a86e","256","256","6","51094","14442","기본 색상: grey; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_07","layers/pt_hair_f_07_rear.png","hair","rear","layer","masks/pt_hair_f_07_rear_haircolor.png","provenance/raw/pt_hair_f_07.png","faa779e172658e7ae82968dc18fe89064ff310851a0f0579b34759663d2739c2","Create ONE logical modular HAIRSTYLE asset pt_hair_f_07 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey center-parted hair tied low. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","5f24e38da2f50d37c7d2636b5aa516cb81e2d63c59efeb0b98a4191e63237a1b","256","256","6","46567","18969","기본 색상: grey"
"pt_hair_f_07","masks/pt_hair_f_07_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_07.png","faa779e172658e7ae82968dc18fe89064ff310851a0f0579b34759663d2739c2","Create ONE logical modular HAIRSTYLE asset pt_hair_f_07 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey center-parted hair tied low. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","f9684496315b332f43b1ef101349ca172229d3c27d89026d380c3cee8e31be81","256","256","6","46567","18969","기본 색상: grey; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_08","layers/pt_hair_f_08.png","hair","front","layer","masks/pt_hair_f_08_haircolor.png","provenance/raw/pt_hair_f_08.png","0d3850a57cdcbf3b6c3466afe6343d480b96a83a4b91b52f93e38fc971665f82","Create ONE logical modular HAIRSTYLE asset pt_hair_f_08 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey swept-back hair tied into a higher coil. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","5cfb2c9bcb12d1d6609178b1a8b956799ae4d13c450e21fc5eed9ed4b847bb08","256","256","6","51325","14211","기본 색상: grey"
"pt_hair_f_08","masks/pt_hair_f_08_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_08.png","0d3850a57cdcbf3b6c3466afe6343d480b96a83a4b91b52f93e38fc971665f82","Create ONE logical modular HAIRSTYLE asset pt_hair_f_08 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey swept-back hair tied into a higher coil. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","5007cef488b02f0a8441af598a6aa23a1126b648f4ce53d1f8e33375f11347d2","256","256","6","51325","14211","기본 색상: grey; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_08","layers/pt_hair_f_08_rear.png","hair","rear","layer","masks/pt_hair_f_08_rear_haircolor.png","provenance/raw/pt_hair_f_08.png","0d3850a57cdcbf3b6c3466afe6343d480b96a83a4b91b52f93e38fc971665f82","Create ONE logical modular HAIRSTYLE asset pt_hair_f_08 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey swept-back hair tied into a higher coil. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","aaf0ec5ea33ba99f946f956bc551951bca1a4bafaaae945a4fd9db7f8c44993d","256","256","6","52745","12791","기본 색상: grey"
"pt_hair_f_08","masks/pt_hair_f_08_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_08.png","0d3850a57cdcbf3b6c3466afe6343d480b96a83a4b91b52f93e38fc971665f82","Create ONE logical modular HAIRSTYLE asset pt_hair_f_08 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: grey swept-back hair tied into a higher coil. Color: grey. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","21f60cf854edbcdd07b1f875708defa2a1af800d0b3723fb4b5cbe918110f537","256","256","6","52745","12791","기본 색상: grey; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_09","layers/pt_hair_f_09.png","hair","front","layer","masks/pt_hair_f_09_haircolor.png","provenance/raw/pt_hair_f_09.png","c6a73433d86491ebb9aac86adbe0760bcfbd16930d686c7a0547ecc46592f29b","Create ONE logical modular HAIRSTYLE asset pt_hair_f_09 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: child short bob ending above neck. Color: brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","efe422315f99c746541d252cb457a5a5c83f461bdd495c34d8d2197a28fca2f5","256","256","6","52006","13530","기본 색상: brown"
"pt_hair_f_09","masks/pt_hair_f_09_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_09.png","c6a73433d86491ebb9aac86adbe0760bcfbd16930d686c7a0547ecc46592f29b","Create ONE logical modular HAIRSTYLE asset pt_hair_f_09 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: child short bob ending above neck. Color: brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","491225bf8d7f914d03edc1ecc5a3f6bf4c35218418c899d36d63a8cb38f6e93d","256","256","6","52006","13530","기본 색상: brown; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_09","layers/pt_hair_f_09_rear.png","hair","rear","layer","masks/pt_hair_f_09_rear_haircolor.png","provenance/raw/pt_hair_f_09.png","c6a73433d86491ebb9aac86adbe0760bcfbd16930d686c7a0547ecc46592f29b","Create ONE logical modular HAIRSTYLE asset pt_hair_f_09 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: child short bob ending above neck. Color: brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","fec4ed53d13c196956e211fa4cf2cc1966798a2832317b9bc07f77b08e88b9fe","256","256","6","51288","14248","기본 색상: brown"
"pt_hair_f_09","masks/pt_hair_f_09_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_09.png","c6a73433d86491ebb9aac86adbe0760bcfbd16930d686c7a0547ecc46592f29b","Create ONE logical modular HAIRSTYLE asset pt_hair_f_09 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: child short bob ending above neck. Color: brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","3e3c99b4337750be35ee235379746cc00eb8545c1c565a97aa59ba9498cbcee3","256","256","6","51288","14248","기본 색상: brown; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_m_01","layers/pt_hair_m_01.png","hair","front","layer","masks/pt_hair_m_01_haircolor.png","provenance/raw/pt_hair_m_01.png","594c60bab1c82ed1b357a53302e461661ab7fc2868f8711baaf1b5661f6ce3e6","Create ONE logical modular HAIRSTYLE asset pt_hair_m_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: short tight curls. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","b7884afae9524aed20df50af63d1fe8528081de7132c1274c357276c1f1779bc","256","256","6","52806","12730","기본 색상: dark brown"
"pt_hair_m_01","masks/pt_hair_m_01_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_m_01.png","594c60bab1c82ed1b357a53302e461661ab7fc2868f8711baaf1b5661f6ce3e6","Create ONE logical modular HAIRSTYLE asset pt_hair_m_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: short tight curls. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","781e80acee86c97576c0c962f248e3b78a4f351e23048f514692a146f0854ca3","256","256","6","52806","12730","기본 색상: dark brown; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_m_01","layers/pt_hair_m_01_rear.png","hair","rear","layer","masks/pt_hair_m_01_rear_haircolor.png","provenance/raw/pt_hair_m_01.png","594c60bab1c82ed1b357a53302e461661ab7fc2868f8711baaf1b5661f6ce3e6","Create ONE logical modular HAIRSTYLE asset pt_hair_m_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: short tight curls. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","da0c862b8b243a09ec43b4cbadf2d1358833944c2efdbfc4ec902181b1cd24dc","256","256","6","59324","6212","기본 색상: dark brown"
